Ticker,Last Price,Last Price (1 Week),Last Price (1 Year),Last Price,Mkt Cap,Revenue,PM,Ind Group,Ind Sector,BEst EPS,52W High,52W Low,Dividend Per Share Ind Annual - Net,Dvd P/O,Ticker,ROE,BEst NAV,Beta,SA ESG Risk Score,SA ESG Risk Percentile Universe,StandrdAndPoor Glbl ESG Rnk,ESG Disc Score,Env Disc Sc,Gov Disc Sc,Soc Disc Sc,MSCI ESG Rating,ESG Scr,Number of Employees,Volatil 30D,Volatil 60D,Volatility 180 Day,Volatil 360D,Tot Assets,Net Debt,Total Liab,Debt/MC
LOCKHEED MARTIN,449.62,449.62,449.62,449.62,1.11533E+11,65984,8.686954413,Aerospace/Defense,Industrial,7.265,508.02,393.79,12.6,52.51221214,LMT,65.59322034,7421.1,0.654754579,29.28550875,66.76,98,64.73191832,50.10570825,100,43.95405079,AA,5.39,116000,13.64846583,24.75509078,19.37324219,21.59828956,52880,14200,43614,0.155909325
ALLIANT ENERGY,49.37,49.37,49.37,49.37,12462842022,4205,16.31391201,Electric,Utilities,0.604,57.52,45.165,1.81,62.54212828,LNT,10.62273882,6843,0.718317032,21.36198125,33.71,54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.28,3129,19.79756675,21.59716144,20.1620206,22.85749915,20163,8714,13887,0.749347539
LOWE'S COS INC,198.12,198.12,198.12,198.12,1.1381E+11,97059,6.632048548,Retail,"Consumer, Cyclical",1.803,237.09,181.89,4.4,38.43516209,LOW,#N/A N/A,-16070.7,1.036143541,11.77955,4.74,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.49,182000,24.56332074,23.56369076,22.27521935,28.3153942,43708,36262,57962,0.351929426
LAM RESEARCH,718.57,718.57,718.57,718.57,94701777440,17428.516,25.8824733,Semiconductors,Technology,7.112,728.01,397.06,8,20.7220372,LRCX,51.39038119,8050.818,1.53893733,13.60832656,8.01,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,5.59,17200,35.00369103,31.59660779,36.6242814,44.13961889,18781.643,-125.588,10571.471,0.052631758
LULULEMON ATH,430.92,430.92,430.92,430.92,54515233328,8110.518,10.53940081,Retail,"Consumer, Cyclical",2.279,437.04,286.58,#N/A Field Not Applicable,0,LULU,31.52072824,3684.5,1.213228464,16.93857938,17.07,63,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.72,34000,36.69213098,32.64231982,31.7682161,38.79119686,5607.038,-84.533,2458.239,0.021894302
SOUTHWEST AIR,24.65,24.65,24.65,24.65,14682321809,23814,2.263374486,Airlines,"Consumer, Cyclical",0.144,40.37,21.915,0.72,0,LUV,4.522704523,10941,0.97556442,30.63153438,71.65,66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,6.33,66656,35.32929918,29.80997346,31.77733345,32.63877224,35369,-2819,24682,0.631575858
LAS VEGAS SANDS,49.25,49.25,49.25,49.25,37651175545,4110,44.57420925,Lodging,"Consumer, Cyclical",0.619,65.58,41.72,0.8,#N/A N/A,LVS,15.85236011,4858.75,0.938527107,21.8627375,35.88,100,64.71179962,54.90788281,89.85550873,49.27448609,BBB,7.26,35500,26.57370374,28.01570049,29.3489042,37.994017,22039,9845,18383,0.38229882
LAMB WESTON,98.55,98.55,98.55,98.55,14279662335,5350.6,18.85582925,Food,"Consumer, Non-cyclical",1.411,115.99,81.27,1.12,14.48111805,LW,100.5265772,1653,0.754821479,25.90708125,53.24,66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.71,10300,16.89882928,34.93136477,25.44673409,24.76894171,6519.8,3313.4,5108.5,0.243234043
LYONDELLBASELL-A,94.69,94.69,94.69,94.69,30704409794,50451,7.694594755,Chemicals,Basic Materials,1.447,102.02,79.21,5,83.28531001,LYB,17.97133407,13068,0.90872854,20.68580625,30.89,90,75.40488884,79.16037451,93.73871162,53.23458283,AA,6.44,19300,20.97008609,21.48056514,23.6207198,28.54934979,36365,11024,23622,0.407205352
LIVE NATION ENTE,87.57,87.57,87.57,87.57,20174198282,16681.254,1.774363007,Entertainment,"Consumer, Cyclical",-1.016,101.73,64.25,#N/A N/A,0,LYV,#N/A N/A,897.25,1.197527528,21.57699063,34.66,50,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,1.55,12800,25.64642047,24.95011906,29.75755464,34.50047188,16460.841,2091.799,15697.278,0.417400676
MASTERCARD INC-A,411.02,411.02,411.02,411.02,3.8522E+11,22237,44.65530422,Diversified Finan Serv,Financial,3.071,418.6,336.525,2.28,19.16414904,MA,172.4905303,6560.385,1.009438992,17.07045812,17.51,92,57.25782114,45.84717608,93.73871162,32.04353083,AA,4.83,29900,23.26404408,18.53012396,17.49835358,22.23599645,38724,7385,32347,0.040408115
MID-AMERICA APAR,122.37,122.37,122.37,122.37,14277882622,2019.866,31.5583311,REITS,Financial,1.118,176.36,115.59,5.6,90.77396694,MAA,9.706345309,6073,0.926861405,13.02654375,6.79,68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,4.1,2387,30.77423326,25.86178904,21.51270561,24.98648551,11241.165,4404.915,5030.746,0.309698232
MARRIOTT INTL-A,209.68,209.68,209.68,209.68,61578264935,20773,11.35127329,Lodging,"Consumer, Cyclical",2.122,210.98,145.4,2.08,13.75742154,MAR,#N/A N/A,-907.3,1.010306835,21.636056,34.96,72,60.96972136,53.48837209,93.73871162,35.55018138,BBB,6.17,140000,22.20801782,22.85550861,24.42297482,27.78992476,24815,10697,24247,0.206793745
MASCO CORP,59.05,59.05,59.05,59.05,13259023804,8680,9.723502304,Building Materials,Industrial,0.654,63.85,45.74,1.14,30.65402844,MAS,#N/A N/A,-134.033,1.068204403,23.97503938,44.87,64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,#N/A Field Not Applicable,19000,34.67442786,30.73406633,27.27900997,32.5158375,5187,2993,5429,0.246775332
MCDONALDS CORP,281.66,281.66,281.66,281.66,2.0422E+11,23182.6,26.64670917,Retail,"Consumer, Cyclical",2.814,299.35,236.77,6.68,67.47498948,MCD,#N/A N/A,-5109.267,0.759494603,25.7611875,52.68,88,50.61865004,40.19933555,84.97892836,26.54171705,A,3.93,150000,12.99914433,16.61208156,13.26336969,15.97653708,50435.6,46115.2,56439,0.243609285
MICROCHIP TECH,82.66,82.66,82.66,82.66,44739035692,8438.7,26.51711757,Semiconductors,Technology,1.129,94.3,67.71,1.756,31.07208294,MCHP,38.51556045,7067.25,1.269517303,31.72628,75.16,74,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,4.59,22600,42.35590629,33.51506902,34.65518802,38.37080896,16370.3,6366,9856.7,0.136527306
MCKESSON CORP,459.02,459.02,459.02,459.02,61116929985,276711,1.286540831,Pharmaceuticals,"Consumer, Non-cyclical",6.997,471.61,332,2.48,8.30760595,MCK,#N/A N/A,-2800,0.621369243,15.22658125,12.01,76,48.17422794,24.5243129,91.24021674,28.59733978,AA,4.89,45000,19.28213864,17.67152307,20.44830966,21.52373469,62320,2617,63810,0.119704966
MOODY'S CORP,365.9,365.9,365.9,365.9,66998130000,5468,25.12801756,Commercial Services,"Consumer, Non-cyclical",2.349,368.46,272.7,3.08,37.47598253,MCO,55.56371649,3517.455,1.242709279,15.52215,12.86,98,56.86550649,39.89731199,97.50150512,33.04111245,AA,4.75,14426,23.31468065,22.86200031,20.16854142,28.25194126,14349,4670,11660,0.088793523
MONDELEZ INTER-A,71.545,71.545,71.545,71.545,97242794026,31496,8.626492253,Food,"Consumer, Non-cyclical",0.771,78.59,60.75,1.7,74.53073243,MDLZ,16.64491808,28676.25,0.681931913,22.01986278,36.52,97,57.7507293,49.22983993,82.96207104,40.96130593,A,6.65,91000,12.58517262,20.96359245,18.07119289,18.5687861,71161,21785,44241,0.210318926
MEDTRONIC PLC,78.47,78.47,78.47,78.47,1.04272E+11,31227,12.03445736,Healthcare-Products,"Consumer, Non-cyclical",1.261,92.02,68.85,2.76,96.22139436,MDT,7.936907296,52206.455,0.778042376,23.0351975,40.68,97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,5.73,95000,21.70099551,21.7997935,21.91969499,23.90944066,90948,17454,39283,0.240524097
METLIFE INC,62.96,62.96,62.96,62.96,46572769209,69898,3.632435835,Insurance,Financial,2.038,77.36,48.96,2.08,67.884452,MET,9.877923772,30935.75,0.925448537,16.42602656,15.47,87,54.95422996,40.92419209,100,23.76058041,A,3.77,45000,25.72943073,23.25346644,30.33454465,27.24340875,663072,-352,632947,0.417561599
META PLATFORMS-A,341.28,341.28,341.28,341.28,8.76786E+11,116609,19.89554837,Internet,Communications,4.929,342.91,108.35,#N/A Field Not Applicable,0,META,22.273914,153350.96,1.209264994,34.07906175,81.63,81,49.73342722,46.57203262,87.47742324,14.99395405,CCC,4.56,86482,30.58593695,28.19073716,33.17701055,51.06326128,185727,-13460,60014,0.042058164
MGM RESORTS INTE,40.44,40.44,40.44,40.44,13806800260,13127.485,11.22144112,Lodging,"Consumer, Cyclical",0.659,51.35,32.43,#N/A Field Not Applicable,0.277783548,MGM,25.26786828,4862.833,1.298591614,24.75960313,48.35,87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,6.47,46000,39.12412131,34.79177718,32.69139498,38.00842178,45692.206,28083.097,40323.733,2.298314121
MOHAWK INDS,83.6,83.6,83.6,83.6,5318096848,11737.065,0.215104884,Building Materials,Industrial,1.855,130.59,76.07,#N/A Field Not Applicable,0,MHK,-7.233336449,7381,1.215326071,13.64978158,8.09,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,#N/A Field Not Applicable,40900,38.17436879,34.46950376,34.3355738,40.08683442,14120.432,2604.963,6102.518,0.56780632
MCCORMICK-N/V,66.08,66.08,66.08,66.08,17742402845,6350.5,10.73931187,Food,"Consumer, Non-cyclical",0.798,94.39,59.17,1.56,58.16715543,MKC,13.42518623,5053.25,0.716275513,26.03498819,53.75,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.14,14200,20.4118714,29.2286009,25.04070566,24.72569111,13124.9,5046.1,8425.7,0.269247635
MARKETAXESS,234.85,234.85,234.85,234.85,8890343774,718.3,34.83558402,Commercial Services,"Consumer, Non-cyclical",1.576,398.91,200.6,2.88,41.92659377,MKTX,22.41498689,1235.5,1.063711405,16.059,14.38,76,49.52218087,35.39716098,84.97892836,28.05320435,AA,5.62,744,39.14072091,40.64480271,36.80108172,37.61929205,1607.775,-420.861,526.682,0.009220341
MARTIN MAR MTLS,462.59,462.59,462.59,462.59,28591374607,6160.7,14.06982973,Building Materials,Industrial,3.952,471.76,318.15,2.96,18.57993694,MLM,14.52280468,8127.333,1.029979229,30.116295,69.82,45,48.55648325,23.01419511,87.47742324,35.0362757,A,#N/A Field Not Applicable,9400,33.41821386,29.72223178,25.78672303,28.46030328,14993.6,4565.3,7820.8,0.165284113
MARSH & MCLENNAN,199.75,199.75,199.75,199.75,98436981722,20720,14.72007722,Insurance,Financial,1.633,200.81,151.88,2.84,36.8852459,MMC,33.05517143,11522.636,0.925320387,21.60505781,34.76,68,47.26888643,27.12171549,93.73871162,20.76783555,A,#N/A Field Not Applicable,85000,15.20915843,13.75105368,14.74790606,19.81424569,33454,12030,22705,0.158426231
3M CO,95.24,95.24,95.24,95.24,52558489336,34229,16.87750153,Miscellaneous Manufactur,Industrial,2.274,130,85.35,6,58.42872008,MMM,-78.91424915,10798.5,0.992392838,40.21568047,92.12,93,67.64912987,52.64270613,100,50.18137848,AAA,6.29,92000,25.73639779,26.08933466,27.26491649,29.00239462,46455,12887,31685,0.319586811
MONSTER BEVERAGE,55.31,55.31,55.31,55.31,57510395511,6311.05,18.88154903,Beverages,"Consumer, Non-cyclical",0.387,60.45,47.14,#N/A Field Not Applicable,0,MNST,21.31788004,7873.714,0.738191724,32.4182675,77.2,42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,4.38,4607,20.53990403,24.96940161,22.02356566,23.15090517,8293.105,-2631.324,1268.064,0.000947411
ALTRIA GROUP INC,41.15,41.15,41.15,41.15,72726751235,20688,27.86156226,Agriculture,"Consumer, Non-cyclical",1.157,48.99,39.065,3.92,115.1283831,MO,#N/A N/A,-2992.5,0.613430738,31.31860625,74.03,59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.67,6300,29.73135916,22.61500862,17.99330941,21.0500051,36954,22650,40877,0.345099975
MOLINA HEALTHCAR,365.29,365.29,365.29,365.29,21296407000,31974,2.477012573,Healthcare-Services,"Consumer, Non-cyclical",4.333,369.1,256.19,#N/A Field Not Applicable,0,MOH,26.90751445,4111,0.671118379,28.2258325,62.64,44,39.1006941,15.52401087,84.97892836,16.62636034,AA,3,15000,26.51977363,24.62463436,27.16215485,27.03710337,12314,-4974,9350,0.111662028
MOSAIC CO/THE,35.87,35.87,35.87,35.87,11720319416,19125.2,18.73339887,Chemicals,Basic Materials,0.941,57.1482,31.49,0.8,15.60765324,MOS,11.19551096,12412,0.99875319,33.51670625,80.28,84,77.60788653,79.70401691,100,53.02297461,A,6.05,13570,36.83255943,39.04401268,39.05905259,43.40215532,23386,3072.6,11191.8,0.331356157
MARATHON PETROLE,149.04,149.04,149.04,149.04,56540721518,177453,8.180194192,Oil&Gas,Energy,2.925,159.62,104.32,3.3,8.826363888,MPC,44.28554998,25296.625,0.707582712,30.48503328,71.16,88,76.43094256,77.74086379,99.307646,52.14631197,A,5.25,17800,27.68267383,26.44108822,30.21655638,33.7687353,89904,16139,54817,0.505529453
MONOLITHIC POWER,548.48,548.48,548.48,548.48,26305125360,1794.148,24.39442008,Semiconductors,Technology,2.846,595.98,338.24,4,32.06442267,MPWR,25.86963358,2021.6,1.442991972,18.94775,24.31,56,41.82677799,18.66505587,84.97892836,21.67472793,BBB,1.9,3200,52.45759849,43.66059725,49.20694637,51.64392249,2058.885,-734.076,390.283,0.000303477
MERCK & CO,101.62,101.62,101.62,101.62,2.57102E+11,59283,24.49100079,Pharmaceuticals,"Consumer, Non-cyclical",-0.103,119.64,96.36,2.92,49.1356154,MRK,10.75329039,43435,0.43724528,21.39042313,33.86,90,76.40076451,69.948656,100,59.15961306,A,5.95,67000,17.48311344,15.44006058,18.1302306,19.69542556,109160,18793,63102,0.13558433
MODERNA INC,77.86,77.86,77.86,77.86,29637205009,19263,43.40964543,Biotechnology,"Consumer, Non-cyclical",-1.098,217.2,62.56,#N/A Field Not Applicable,0,MRNA,-22.04343817,14286.5,1.205803037,23.1367435,41.14,98,56.04063977,34.73270915,91.24021674,42.01934704,BBB,4.97,3900,61.54341558,52.08822186,46.35240942,54.01696052,25858,-8702,6735,0.049093698
MARATHON OIL,25.175,25.175,25.175,25.175,14733602238,7575,47.68316832,Oil&Gas,Energy,0.826,31.27,20.57,0.44,6.068660022,MRO,15.00914648,11392.333,0.946167886,37.82062813,89.5,67,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,6.16,1570,32.05603767,36.71991889,37.27995574,43.32168866,19940,5745,8543,0.36657702
MORGAN STANLEY,78.48,78.48,78.48,78.48,1.2863E+11,65936,16.72682601,Banks,Financial,1.261,100.99,69.42,3.4,47.32874763,MS,10.13561585,67014.25,1.03152442,24.59757719,47.62,84,48.47600845,25.0679553,100,20.16324063,AA,5.1,82427,35.05273407,29.05214237,26.52226701,27.32413217,1180231,70225,1079000,3.609379501
MSCI INC,526.01,526.01,526.01,526.01,41602756852,2248.598,38.71625786,Software,Technology,3.261,572.49,450,5.52,42.47968637,MSCI,#N/A N/A,-1082.833,1.30264318,15.63393125,13.16,83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,N.S.,5.35,4759,23.0808611,22.81758689,29.6139945,33.54515372,4997.535,3673.203,6005.46,0.111839391
MICROSOFT CORP,377.67,377.67,377.67,377.67,2.80843E+12,211915,34.14623788,Software,Technology,2.788,379.77,219.35,3,27.96119457,MSFT,39.10723344,236945.214,1.097004652,15.20841,11.94,98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,5.67,221000,23.866913,22.67934637,24.89873482,30.21601437,411976,-31821,205753,0.037629935
MOTOROLA SOLUTIO,319.13,319.13,319.13,319.13,52965522937,9112,14.95829675,Telecommunications,Communications,3.639,322.34,251.12,3.92,38.88481291,MSI,#N/A N/A,#N/A N/A,0.966012061,13.13264688,7.06,95,59.48093753,49.98489882,85.34015653,43.01692866,A,3.49,20000,24.1746277,20.78835004,19.06736859,23.11422008,12814,5225,12683,0.122777982
M&T BANK CORP,124.64,124.64,124.64,124.64,20655423045,8603.723,24.35224836,Banks,Financial,3.678,172.55,108.56,5.2,41.56795591,MTB,11.89129192,15933.727,0.928826809,25.089625,49.77,84,44.53274318,19.45031712,84.97892836,29.02055623,BBB,2.84,22509,39.51175821,33.66855394,36.12202955,34.78756259,200729.841,-18250.274,175411.851,0.67072405
MATCH GROUP INC,32.14,32.14,32.14,32.14,8731946526,3188.843,11.35038633,Internet,Communications,0.547,54.595,27.86,#N/A N/A,0,MTCH,#N/A N/A,-194.26,1.458794475,18.81312812,23.74,75,41.36404788,5.647840532,84.97892836,33.31318017,BB,5.41,2700,67.91499853,50.3019544,44.42470201,53.11389438,4182.764,3366.513,4541.645,0.439831942
METTLER-TOLEDO,1071.52,1071.52,1071.52,1071.52,23225737160,3919.709,22.2593565,Electronics,Industrial,10.578,1607.32,930.72,#N/A Field Not Applicable,0,MTD,#N/A N/A,-79.733,1.201034665,13.0840625,6.94,90,62.88099789,55.02869224,93.73871162,39.75211608,AA,5.33,16400,29.20945931,29.62748356,27.33764114,30.77647811,3492.395,2034.727,3467.602,0.090782221
MICRON TECH,77.04,77.04,77.04,77.04,84636497025,15540,-37.53539254,Semiconductors,Technology,-1.05,78.905,48.43,0.46,#N/A N/A,MU,-12.40707456,42755.429,1.182581067,18.4808425,22.44,95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.92,43000,27.3639161,26.68716467,35.80764343,38.92005321,64254,3495,20134,0.164621652
NORWEGIAN CRUISE,14.36,14.36,14.36,14.36,6111229177,4843.76,-46.86254067,Leisure Time,"Consumer, Cyclical",-0.142,22.68,11.77,#N/A N/A,#N/A N/A,NCLH,-50.04752699,359.5,1.584097624,25.78614313,52.8,84,54.3003722,41.86046512,97.50150512,23.36759371,N.S.,#N/A Field Not Applicable,38900,50.13134607,47.8387337,47.81732926,61.06735803,18557.694,13302.296,18489.103,2.371717961
NASDAQ INC,55.01,55.01,55.01,55.01,31727281704,3582,31.40703518,Diversified Finan Serv,Financial,0.701,69.21,46.88,0.88,34.04444444,NDAQ,17.89013126,6709.5,0.987119973,13.09335,6.97,96,57.7104919,44.6692842,91.24021674,37.09189843,AA,7.04,6377,25.70616068,23.57755194,25.72794288,26.74197874,20868,5222,14704,0.320607359
NORDSON CORP,232.7,232.7,232.7,232.7,13267273452,2590.278,19.80880045,Machinery-Diversified,Industrial,2.395,253.12,202.6,2.72,24.5397123,NDSN,20.96587653,#N/A N/A,1.025047898,24.89485797,48.98,66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.35,7331,21.72011568,20.40848894,19.20699267,26.20658921,3820.375,696.997,1526,0.072449928
NEXTERA ENERGY,57.24,57.24,57.24,57.24,1.15675E+11,20956,19.78908189,Electric,Utilities,0.5,88.61,47.15,1.87,80.82951531,NEE,17.7826513,54403.25,0.847914219,23.11519113,41.04,64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,6.45,9300,37.79608132,43.64005725,29.3127509,29.22271338,158935,63765,109499,0.633859417
NEWMONT CORP,37.57,37.57,37.57,37.57,43264567917,11915,-3.600503567,Mining,Basic Materials,0.544,57.08,33.59,1.6,#N/A N/A,NEM,-4.035440399,19390,0.667004049,22.23326182,37.37,100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,7.09,14600,38.98955518,34.37748364,32.57435641,36.14351505,38482,2491,18949,0.140692495
NETFLIX INC,477.75,477.75,477.75,477.75,2.08957E+11,31615.55,14.20795779,Internet,Communications,2.205,485,273.48,#N/A Field Not Applicable,0,NFLX,21.22835456,22352.476,1.474529505,16.40952188,15.45,60,35.84146464,13.10782241,77.33293197,16.9286578,BB,3.51,12800,49.13986428,40.99651408,38.64264284,45.9713489,48594.768,10873.112,27817.367,0.080228209
NISOURCE INC,26.14,26.14,26.14,26.14,10796344242,5850.6,13.74388952,Gas,Utilities,0.55,28.95,22.865,1,51.09132176,NI,11.39298893,7951,0.762510598,26.02089675,53.71,89,62.78040439,50.28692238,100,37.90810157,AAA,4.57,7117,23.09390627,28.06580406,22.13476265,24.28758878,26736.6,11276.8,18834.8,1.228008269
NIKE INC -CL B,107.73,107.73,107.73,107.73,1.6391E+11,51217,9.899056954,Apparel,"Consumer, Cyclical",0.841,131.25,88.68,1.48,40.54970414,NKE,33.91400665,14156.786,1.083641648,19.407995,26.27,76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,5.2,83700,28.9111035,27.07829918,26.13013321,34.33525132,37531,1469,23527,0.074290896
NORTHROP GRUMMAN,471.12,471.12,471.12,471.12,71018793177,36602,13.37631823,Aerospace/Defense,Industrial,5.805,549.57,414.74,7.48,21.4869281,NOC,31.27448027,16158.111,0.577190876,27.56273453,59.79,95,61.71411327,53.15614618,94.85249849,37.00120919,AA,4.37,95000,14.62930579,29.22767639,22.09221781,26.23879351,43755,11351,28443,0.218660432
SERVICENOW INC,669.55,669.55,669.55,669.55,1.37346E+11,7245,4.485852312,Software,Technology,2.789,677.01,353.97,#N/A N/A,0,NOW,27.09953012,7754.095,1.458190203,16.590725,16,97,51.6748818,34.55149502,78.71763998,41.65659008,AA,4.42,20433,31.20705608,27.65044638,30.96357561,41.53208631,13299,-2048,8267,0.016454805
NRG ENERGY,45.55,45.55,45.55,45.55,10270024194,31543,3.870906382,Electric,Utilities,2.968,48.54,30.26,1.51,29.18591319,NRG,-45.43635909,1608,0.901861966,31.94550888,75.75,57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B,4.83,6603,27.62373936,26.70383098,28.95911255,32.86074747,29146,7872,25318,1.158711973
NORFOLK SOUTHERN,214.12,214.12,214.12,214.12,48386391386,12745,25.65712044,Transportation,Industrial,2.848,261.58,183.75,5.4,35.68807339,NSC,16.30328796,13000.2,0.914323211,23.91596402,44.5,73,58.24363746,47.59891272,93.73871162,33.25272068,A,5.18,18900,26.71973935,25.27258248,21.09826645,24.63662995,38885,15136,26152,0.342740996
NETAPP INC,77.99,77.99,77.99,77.99,16287798002,6362,20.02514932,Computers,Technology,1.393,80.52,58.08,2,34.06593407,NTAP,158.0392157,1007.143,0.990062714,15.43356156,12.62,67,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.44,12000,21.33952292,18.49660019,23.94667712,27.40209552,9818,-386,8659,0.164049186
NORTHERN TRUST,75.87,75.87,75.87,75.87,15701638301,7751.7,19.75980595,Banks,Financial,1.277,100.23,62.435,3,47.80099813,NTRS,9.582403556,10441.833,1.139854431,23.237675,41.64,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.31,23600,35.14597211,31.62434726,34.78445284,34.42748658,155036.7,-39847.3,143777.2,0.817417887
NUCOR CORP,156.84,156.84,156.84,156.84,38540179873,41512.467,18.3254274,Iron/Steel,Basic Materials,3.063,182.62,129.48,2.04,6.950271014,NUE,26.09725098,20774.5,1.227143168,32.75158496,78.13,66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,6.03,31000,24.002833,28.46432652,32.08054859,38.64854731,32479.21,2127.014,12909.304,0.173363436
NVIDIA CORP,487,487,487,487,1.20761E+12,26974,16.19337139,Semiconductors,Technology,4.401,505.47,138.84,0.16,9.111721612,NVDA,69.16907753,39929.056,1.621021271,13.58626563,7.95,96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,6.59,26196,39.98402396,34.73546102,45.8381062,53.32833604,41182,-1265,19081,0.009131277
NVR INC,6206.61,6206.61,6206.61,6206.61,19730999388,10526.434,16.39277841,Home Builders,"Consumer, Cyclical",121.573,6525,4378.79,#N/A Field Not Applicable,0,NVR,45.09325763,4376,1.007724762,21.26169344,33.26,44,32.79348154,0,84.97892836,13.21039903,A,1.58,6550,27.90056819,30.4180473,23.8302998,28.57665286,5660.973,-1515.165,2154.124,0.051565254
NEWS CORP-CL B,22.82,22.82,22.82,22.82,12711667989,9879,1.508249823,Media,Communications,0.196,23.07,15.73,0.2,77.36912752,NWS,1.763511799,8224,0.936436772,11.473555,4.27,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,3.02,25000,29.11060421,25.47385769,25.74656682,30.04575656,16921,2374,7976,0.327101054
NEWS CORP-CL A,21.925,21.925,21.925,21.925,12713571339,9879,1.508249823,Media,Communications,0.196,22.31,15.58,0.2,77.36912752,NWSA,1.763511799,8224,0.979314446,11.473555,4.27,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,3.02,25000,30.22593515,25.8307965,25.8857616,30.2093864,16921,2374,7976,0.327052084
NXP SEMICONDUCTO,199.68,199.68,199.68,199.68,51501107540,13205,21.1056418,Semiconductors,Technology,3.657,225.57,150.91,4.056,31.75999354,NXPI,36.19340772,9259.8,1.148383856,19.83906062,27.78,82,59.30992858,47.62911507,91.24021674,38.93591294,AAA,5.64,34500,39.34898833,31.54386811,32.60631666,37.41268261,23236,7577,15496,0.216927374
REALTY INCOME,53.265,53.265,53.265,53.265,38498259388,3343.681,26.00152347,REITS,Financial,0.351,68.84,45.04,3.072,208.5823917,O,3.017998532,32266.5,0.744172573,15.8339375,13.76,83,53.30449653,42.91754757,84.97892836,31.8923821,BB,5.92,391,30.66278357,25.02768796,20.35789144,20.87855735,49673.092,18429.196,20829.803,0.54345244
OLD DOMINION FRT,404.86,404.86,404.86,404.86,44205214645,6260.077,21.99907445,Transportation,Industrial,2.884,437.82,277.49,1.6,9.788916835,ODFL,32.55657537,4272,1.168554664,16.64699219,16.22,55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.6,23471,31.19450129,27.61517476,31.47570735,36.05349299,4838.61,-37.604,1185.693,0.001809153
ONEOK INC,66.53,66.53,66.53,66.53,38727972796,22386.892,7.692988379,Pipelines,Energy,1.222,71.56,55.92,3.82,97.07190837,OKE,21.7117049,16481.2,0.980335295,25.6280225,52.07,97,70.65687557,58.89459378,100,52.96251511,AAA,4.75,2966,20.58020076,23.70346957,25.57591069,29.19794958,24379.094,13503.259,17885.209,0.569588295
OMNICOM GROUP,79.07,79.07,79.07,79.07,15652634164,14289.1,9.213316444,Advertising,Communications,2.176,99.19,72.2,2.8,43.7746179,OMC,46.6471425,3952.5,0.863132834,16.27929688,15.06,87,49.74348657,32.79975838,87.47742324,28.808948,BBB,5.21,74200,22.31950306,19.68248409,26.12778868,25.70622672,27002.5,2505.7,22843.2,0.409809616
ON SEMICONDUCTOR,68.38,68.38,68.38,68.38,29481249830,8326.2,22.84595614,Semiconductors,Technology,1.205,111.32,59.61,#N/A N/A,0,ON,33.86985076,7912.857,1.240723491,22.42799375,38.17,95,68.90654864,58.23014195,100,48.36759371,A,6.06,32050,84.97074835,63.52065565,49.83966603,53.23166031,11978.5,593.4,5771.5,0.127796482
ORACLE CORP,116.31,116.31,116.31,116.31,3.18589E+11,49954,17.02165993,Software,Technology,1.323,127.54,78.065,1.6,43.1207809,ORCL,#N/A N/A,5205.063,1.059690237,14.55286625,10.25,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.05,164000,26.77588937,39.24692267,30.87303986,28.58589994,134384,85159,132828,0.279171215
